Word Pair,video_id,date
"('salir', 'movilizacin')",7201644682202434822,2023-02-18T23:39:34.000Z
"('per', 'est')",7204100905631878405,2023-02-25T14:30:56.000Z
"('est', 'dictadura')",7204100905631878405,2023-02-25T14:30:56.000Z
"('semitica', 'marcha')",7195919753708408069,2023-02-03T13:23:52.000Z
"('contratos', 'ley')",7193532209377053957,2023-01-28T02:59:03.000Z
"('ley', 'preguntas')",7193532209377053957,2023-01-28T02:59:03.000Z
"('cancin', 'dina')",7195721927019875590,2023-02-03T00:36:13.000Z
"('dina', 'asesina')",7195721927019875590,2023-02-03T00:36:13.000Z
"('asesina', 'est')",7195721927019875590,2023-02-03T00:36:13.000Z
"('est', 'todas')",7195721927019875590,2023-02-03T00:36:13.000Z
"('todas', 'plataformas')",7195721927019875590,2023-02-03T00:36:13.000Z
"('plataformas', 'streaming')",7195721927019875590,2023-02-03T00:36:13.000Z
"('streaming', 'spotify')",7195721927019875590,2023-02-03T00:36:13.000Z
"('spotify', 'dems')",7195721927019875590,2023-02-03T00:36:13.000Z
"('dems', 'pasa')",7195721927019875590,2023-02-03T00:36:13.000Z
"('pasa', 'voz')",7195721927019875590,2023-02-03T00:36:13.000Z
"('vctimas', 'nio')",7198499318716845317,2023-02-10T12:13:57.000Z
"('nio', 'per')",7198499318716845317,2023-02-10T12:13:57.000Z
"('siempre', 'pie')",7196042416351137030,2023-02-03T21:19:52.000Z
"('pie', 'nunca')",7196042416351137030,2023-02-03T21:19:52.000Z
"('nunca', 'rodillas')",7196042416351137030,2023-02-03T21:19:52.000Z
"('per', 'est')",7202807423315217669,2023-02-22T02:51:38.000Z
"('est', 'dictadura')",7202807423315217669,2023-02-22T02:51:38.000Z
"('respuesta', 'hipocresa')",7202364167485918470,2023-02-20T22:11:28.000Z
"('culpar', 'bajos')",7202239647357963526,2023-02-20T14:08:18.000Z
"('bajos', 'mandos')",7202239647357963526,2023-02-20T14:08:18.000Z
"('confirma', 'er')",7193908939711319301,2023-01-29T03:21:00.000Z
"('er', 'muerto')",7193908939711319301,2023-01-29T03:21:00.000Z
"('muerto', 'protestas')",7193908939711319301,2023-01-29T03:21:00.000Z
"('protestas', 'hoy')",7193908939711319301,2023-01-29T03:21:00.000Z
